Player,Hold_Count,sRE24,sTmRDiff,aTmRDiff,a_aLI,sIR,aIR,TmRS,sWPA,aWPA,sIP,aIP,sH,aH,sR,aR,sER,aER,sUER,aUER,sHR,aHR,sBB,aBB,sIBB,aIBB,s_SO,aSO,sHBP,aHBP,sBK,aBK,sWP,aWP,sBF,aBF,sBR,aBR,sIS,aIS,Hold_n_Loss,5+_Holds,Team,BONUS,ERA,FIP,K/9,BB/9,BAA,OBP,WHIP,RA9,Team_Sit_Player,SV,BS,MY_STATs_FINALLY,xHOLDS,is_xHolds_M/L_Holds,Teams_Holds,Better_xHolds,player_id
Rob Zastryzny,2,0.9,4,2,2.545,2,1,,0.145,0.0725,1      ,  1/2 ,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,5,2.5,2,1,0,0,0,FALSE,MIL,,0,4.135,0.111111111,0.111111111,0.2,0.4,2,0,173,0,1,,1.722543353,FALSE,107,1.77649711,642239
Tobias Myers,1,-1.21,1,1,0.74,0,0,,0.001,0.001,1  2/3 ,1  2/3 ,4,4,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,9,4,4,0,0,0,FALSE,MIL,,16.2,1.935,0.111111111,0,0.444444444,0.444444444,2.4,16.2,173,0,0,,0.861271676,FALSE,107,0.888248555,668964
Grant Anderson,6,2.22,21,3.5,1.505,1,0.166666667,,0.398,0.066333333,5  1/3 ,  8/9 ,4,0.666666667,1,0.166666667,1,0.166666667,0,0,0,0,0,0,0,0,2,0.333333333,1,0.166666667,0,0,0,0,20,3.333333333,6,1,0,0,0,TRUE,MIL,,1.6875,2.9475,0.222222222,0,0.2,0.25,0.75,1.6875,173,0,2,,5.167630058,FALSE,107,5.329491329,681982
DL Hall,1,0.27,1,1,1.16,0,0,,0.046,0.046,  2/3 ,  2/3 ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,FALSE,MIL,,0,7.635,0,0.111111111,0,0.333333333,1.5,0,173,0,0,,0.861271676,FALSE,107,0.888248555,669084
Bryan Hudson,2,-0.38,2,1,1.84,0,0,,0.035,0.0175,1  1/3 ,  2/3 ,1,0.5,2,1,0,0,2,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,7,3.5,3,1.5,0,0,0,FALSE,MIL,,0,1.635,0.111111111,0,0.142857143,0.142857143,0.75,13.5,173,0,0,,1.722543353,FALSE,107,1.77649711,663542
Elvis Peguero,1,0.52,1,1,2.45,0,0,,0.097,0.097,1      ,1      ,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,5,2,2,0,0,0,FALSE,MIL,,0,4.135,0.111111111,0.111111111,0.2,0.4,2,0,173,0,0,,0.861271676,FALSE,107,0.888248555,665625
Travis Adams,2,1.47,0,0,2.69,2,1,,0.264,0.132,1  2/3 ,  5/6 ,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0.5,0,0,0,FALSE,MIN,,0,3.135,0,0,0.166666667,0.166666667,0.6,0,148,0,1,,2.013513514,TRUE,95,2.076581081,701519
Anthony Misiewicz,1,-0.41,-1,-1,2.49,0,0,,-0.077,-0.077,  1/3 ,  1/3 ,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,FALSE,MIN,,0,12.135,0,0.111111111,0.333333333,0.666666667,6,0,148,0,0,,1.006756757,TRUE,95,1.038290541,664948
Kody Funderburk,7,1.76,16,2.285714286,1.272857143,2,0.285714286,,0.237,0.033857143,5  2/3 , 17/21,3,0.428571429,2,0.285714286,2,0.285714286,0,0,0,0,1,0.142857143,0,0,8,1.142857143,0,0,0,0,0,0,21,3,4,0.571428571,1,0.142857143,0,TRUE,MIN,,3.176470588,0.840882353,0.888888889,0.111111111,0.142857143,0.19047619,0.705882353,3.176470588,148,1,0,,7.047297297,TRUE,95,7.268033784,681892
Pierson Ohl,2,1.95,6,3,1.395,0,0,,0.324,0.162,3  2/3 ,1  5/6 ,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,12,6,2,1,0,0,0,FALSE,MIN,,0,3.953181818,0,0.111111111,0.083333333,0.166666667,0.545454545,0,148,0,0,,2.013513514,TRUE,95,2.076581081,701487
Michael Tonkin,2,-1.08,10,5,1.635,2,1,,-0.131,-0.0655,1  2/3 ,  5/6 ,2,1,2,1,2,1,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,8,4,3,1.5,0,0,0,FALSE,MIN,,10.8,3.735,0.111111111,0.111111111,0.25,0.375,1.8,10.8,148,0,1,,2.013513514,TRUE,95,2.076581081,543859
Cole Sands,13,6.53,37,2.846153846,1.335384615,3,0.230769231,,0.984,0.075692308,14  1/3 ,1  4/39,7,0.538461538,1,0.076923077,1,0.076923077,0,0,0,0,5,0.384615385,0,0,14,1.076923077,0,0,0,0,0,0,51,3.923076923,12,0.923076923,1,0.076923077,0,TRUE,MIN,,0.627906977,2.228023256,1.555555556,0.555555556,0.137254902,0.235294118,0.837209302,0.627906977,148,3,4,,13.08783784,TRUE,95,13.49777703,663485
Justin Topa,4,2.18,5,1.25,1.38,4,1,,0.303,0.07575,3  2/3 , 11/12,2,0.5,0,0,0,0,0,0,0,0,1,0.25,0,0,3,0.75,1,0.25,0,0,0,0,15,3.75,4,1,0,0,0,FALSE,MIN,,0,3.135,0.333333333,0.111111111,0.133333333,0.266666667,0.818181818,0,148,4,4,,4.027027027,TRUE,95,4.153162162,623437
Danny Coulombe,9,3.29,10,1.111111111,1.861111111,5,0.555555556,,0.539,0.059888889,6      ,  2/3 ,4,0.444444444,0,0,0,0,0,0,0,0,2,0.222222222,0,0,5,0.555555556,0,0,0,0,0,0,24,2.666666667,6,0.666666667,0,0,0,TRUE,MIN,,0,2.468333333,0.555555556,0.222222222,0.166666667,0.25,1,0,148,2,0,,9.060810811,TRUE,95,9.344614865,543056
Griffin Jax,28,9.47,68,2.428571429,1.653214286,5,0.178571429,,1.764,0.063,25  2/3 , 11/12,17,0.607142857,7,0.25,7,0.25,0,0,2,0.071428571,7,0.25,0,0,39,1.392857143,0,0,0,0,0,0,102,3.642857143,25,0.892857143,0,0,1,TRUE,MIN,,2.454545455,1.927207792,4.333333333,0.777777778,0.166666667,0.235294118,0.935064935,2.454545455,148,0,6,,28.18918919,TRUE,95,29.07213514,643377
Louis Varland,22,5.79,42,1.909090909,1.646818182,6,0.272727273,,1.24,0.056363636,21      , 21/22,18,0.818181818,5,0.227272727,5,0.227272727,0,0,0,0,6,0.272727273,0,0,22,1,1,0.045454545,0,0,0,0,84,3.818181818,26,1.181818182,1,0.045454545,0,TRUE,MIN,,2.142857143,2.039761905,2.444444444,0.666666667,0.214285714,0.297619048,1.142857143,2.142857143,148,0,2,,22.14864865,TRUE,95,22.84239189,686973
Jhoan Duran,1,0.51,-2,-2,0.99,0,0,,0.076,0.076,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,MIN,,0,1.135,0.111111111,0,0,0,0,0,148,32,5,,1.006756757,TRUE,95,1.038290541,661395
Darren McCaughan,1,-1,-2,-2,1.54,0,0,,-0.084,-0.084,  2/3 ,  2/3 ,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,FALSE,MIN,,13.5,7.635,0,0.111111111,0.4,0.6,4.5,13.5,148,0,0,,1.006756757,TRUE,95,1.038290541,670766
Brooks Raley,10,3.51,27,2.7,1.389,3,0.3,,0.587,0.0587,9      ,  9/10,4,0.4,3,0.3,3,0.3,0,0,0,0,2,0.2,0,0,9,0.9,1,0.1,0,0,0,0,34,3.4,7,0.7,0,0,0,TRUE,NYM,,3,2.135,1,0.222222222,0.117647059,0.205882353,0.666666667,3,169,0,0,,8.816568047,FALSE,101,9.092721893,548384
Tyler Rogers,32,11.62,65,2.03125,1.6359375,5,0.15625,,2.214,0.0691875,30  2/3 , 23/24,23,0.71875,5,0.15625,3,0.09375,2,0.0625,1,0.03125,1,0.03125,0,0,16,0.5,0,0,0,0,0,0,113,3.53125,24,0.75,1,0.03125,0,TRUE,NYM,,0.880434783,2.61326087,1.777777778,0.111111111,0.203539823,0.212389381,0.782608696,1.467391304,169,0,2,,28.21301775,FALSE,101,29.09671006,643511
Ryne Stanek,11,5.15,23,2.090909091,1.744545455,4,0.363636364,,1.005,0.091363636,9  2/3 , 29/33,4,0.363636364,0,0,0,0,0,0,0,0,3,0.272727273,0,0,11,1,0,0,0,0,0,0,35,3.181818182,7,0.636363636,0,0,0,TRUE,NYM,,0,1.790172414,1.222222222,0.333333333,0.114285714,0.2,0.724137931,0,169,3,5,,9.698224852,FALSE,101,10.00199408,592773
Ryan Helsley,1,0.49,6,6,0.91,0,0,,0.069,0.069,1      ,1      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,FALSE,NYM,,0,1.135,0.111111111,0,0,0,0,0,169,21,9,,0.881656805,FALSE,101,0.909272189,664854
Huascar Brazobán,12,2.53,28,2.333333333,1.723333333,7,0.583333333,,0.636,0.053,14  1/3 ,1  7/36,11,0.916666667,6,0.5,6,0.5,0,0,2,0.166666667,8,0.666666667,0,0,12,1,2,0.166666667,0,0,0,0,59,4.916666667,21,1.75,2,0.166666667,0,TRUE,NYM,,3.76744186,5.36755814,1.333333333,0.888888889,0.186440678,0.355932203,1.325581395,3.76744186,169,2,4,,10.57988166,FALSE,101,10.91126627,623211
Reed Garrett,20,10.58,37,1.85,2.173,12,0.6,,2.161,0.10805,19      , 19/20,11,0.55,1,0.05,1,0.05,0,0,0,0,6,0.3,0,0,26,1.3,0,0,0,0,2,0.1,73,3.65,17,0.85,3,0.15,0,TRUE,NYM,,0.473684211,1.345526316,2.888888889,0.666666667,0.150684932,0.232876712,0.894736842,0.473684211,169,3,7,,17.63313609,FALSE,101,18.18544379,657585
Chris Devenski,2,0.6,8,4,1.98,0,0,,0.121,0.0605,1  1/3 ,  2/3 ,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.5,0,0,0,0,7,3.5,3,1.5,0,0,0,FALSE,NYM,,0,7.635,0,0.111111111,0.142857143,0.428571429,1.5,0,169,0,0,,1.763313609,FALSE,101,1.818544379,606965
Richard Lovelady,2,0.14,10,5,0.695,1,0.5,,0.048,0.024,2      ,1      ,1,0.5,1,0.5,1,0.5,0,0,1,0.5,0,0,0,0,2,1,0,0,0,0,0,0,7,3.5,1,0.5,0,0,0,FALSE,NYM,,4.5,7.635,0.222222222,0,0.142857143,0.142857143,0.5,4.5,169,0,0,,1.763313609,FALSE,101,1.818544379,663992
Dedniel Núñez,3,0.9,9,3,1.333333333,1,0.333333333,,0.23,0.076666667,3  2/3 ,1  2/9 ,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,5,1.666666667,0,0,0,0,0,0,12,4,1,0.333333333,1,0.333333333,0,FALSE,NYM,,0,0.407727273,0.555555556,0,0.083333333,0.083333333,0.272727273,0,169,0,0,,2.644970414,FALSE,101,2.727816568,673380
José Castillo,3,0.47,8,2.666666667,2.876666667,1,0.333333333,,-0.02,-0.006666667,3      ,1      ,4,1.333333333,1,0.333333333,0,0,1,0.333333333,0,0,1,0.333333333,0,0,4,1.333333333,2,0.666666667,0,0,0,0,16,5.333333333,7,2.333333333,0,0,0,FALSE,NYM,,0,3.468333333,0.444444444,0.111111111,0.25,0.4375,1.666666667,3,169,0,2,,2.644970414,FALSE,101,2.727816568,620454
Brandon Waddell,1,0.47,-1,-1,1.52,0,0,,0.106,0.106,1      ,1      ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,FALSE,NYM,,0,6.135,0,0.111111111,0,0.25,1,0,169,0,0,,0.881656805,FALSE,101,0.909272189,663399
Max Kranick,5,-0.57,12,2.4,1.082,1,0.2,,0.225,0.045,7      ,1  2/5 ,9,1.8,5,1,5,1,0,0,2,0.4,0,0,0,0,4,0.8,0,0,0,0,0,0,30,6,9,1.8,0,0,0,TRUE,NYM,,6.428571429,5.706428571,0.444444444,0,0.3,0.3,1.285714286,6.428571429,169,0,1,,4.408284024,FALSE,101,4.546360947,668820
José Buttó,6,-0.18,13,2.166666667,1.215,4,0.666666667,,0.162,0.027,6  2/3 ,1  1/9 ,7,1.166666667,4,0.666666667,4,0.666666667,0,0,1,0.166666667,2,0.333333333,0,0,6,1,0,0,0,0,0,0,27,4.5,9,1.5,0,0,0,TRUE,NYM,,5.4,4.185,0.666666667,0.222222222,0.259259259,0.333333333,1.35,5.4,169,1,4,,5.289940828,FALSE,101,5.455633136,676130
A.J. Minter,7,2.86,16,2.285714286,1.47,0,0,,0.443,0.063285714,6  1/3 , 19/21,1,0.142857143,0,0,0,0,0,0,0,0,5,0.714285714,0,0,6,0.857142857,0,0,0,0,0,0,25,3.571428571,6,0.857142857,0,0,0,TRUE,NYM,,0,3.608684211,0.666666667,0.555555556,0.04,0.24,0.947368421,0,169,0,0,,6.171597633,FALSE,101,6.364905325,621345
Danny Young,4,0.23,8,2,2.64,0,0,,0.02,0.005,3      ,  3/4 ,4,1,3,0.75,2,0.5,1,0.25,0,0,2,0.5,0,0,7,1.75,0,0,0,0,0,0,15,3.75,6,1.5,0,0,0,FALSE,NYM,,6,0.468333333,0.777777778,0.222222222,0.266666667,0.4,2,9,169,0,0,,3.526627219,FALSE,101,3.637088757,664849
Fernando Cruz,16,6.21,32,2,1.366875,5,0.3125,,0.986,0.061625,16  2/3 ,1  1/24,10,0.625,2,0.125,2,0.125,0,0,1,0.0625,3,0.1875,0,0,25,1.5625,2,0.125,0,0,1,0.0625,63,3.9375,15,0.9375,0,0,0,TRUE,NYY,,1.08,1.815,2.777777778,0.333333333,0.158730159,0.238095238,0.78,1.08,164,2,1,,14.53658537,FALSE,100,14.99190244,518585
Tim Hill,15,7.88,32,2.133333333,1.875333333,16,1.066666667,,1.12,0.074666667,14      , 14/15,10,0.666666667,4,0.266666667,2,0.133333333,2,0.133333333,0,0,0,0,0,0,6,0.4,0,0,0,0,0,0,51,3.4,11,0.733333333,0,0,0,TRUE,NYY,,1.285714286,2.277857143,0.666666667,0,0.196078431,0.196078431,0.714285714,2.571428571,164,0,0,,13.62804878,FALSE,100,14.05490854,657612
Mark Leiter Jr.,14,5.16,28,2,1.555714286,5,0.357142857,,0.769,0.054928571,12  1/3 , 37/42,6,0.428571429,0,0,0,0,0,0,0,0,5,0.357142857,0,0,16,1.142857143,1,0.071428571,0,0,1,0.071428571,47,3.357142857,13,0.928571429,0,0,0,TRUE,NYY,,0,1.999864865,1.777777778,0.555555556,0.127659574,0.255319149,0.891891892,0,164,2,4,,12.7195122,FALSE,100,13.11791463,643410
Luke Weaver,21,8.45,48,2.285714286,1.263809524,14,0.666666667,,1.454,0.069238095,22  2/3 ,1  5/63,11,0.523809524,2,0.095238095,2,0.095238095,0,0,2,0.095238095,3,0.142857143,0,0,31,1.476190476,1,0.047619048,0,0,1,0.047619048,83,3.952380952,15,0.714285714,3,0.142857143,0,TRUE,NYY,,0.794117647,2.076176471,3.444444444,0.333333333,0.13253012,0.180722892,0.617647059,0.794117647,164,8,4,,19.07926829,FALSE,100,19.67687195,596133
Devin Williams,15,6.32,40,2.666666667,1.270666667,0,0,,0.929,0.061933333,14      , 14/15,8,0.533333333,3,0.2,3,0.2,0,0,0,0,5,0.333333333,0,0,25,1.666666667,0,0,0,0,1,0.066666667,55,3.666666667,13,0.866666667,0,0,0,TRUE,NYY,,1.928571429,0.635,2.777777778,0.555555556,0.145454545,0.236363636,0.928571429,1.928571429,164,18,4,,13.62804878,FALSE,100,14.05490854,642207
Camilo Doval,10,-0.17,16,1.6,1.483,1,0.1,,0.051,0.0051,8  1/3 ,  5/6 ,5,0.5,4,0.4,3,0.3,1,0.1,0,0,6,0.6,0,0,9,0.9,1,0.1,0,0,0,0,35,3.5,12,1.2,1,0.1,0,TRUE,NYY,,3.24,3.495,1,0.666666667,0.142857143,0.342857143,1.32,4.32,164,16,6,,9.085365854,FALSE,100,9.369939024,666808
Yerry De los Santos,3,2.58,8,2.666666667,1.853333333,2,0.666666667,,0.339,0.113,5      ,1  2/3 ,1,0.333333333,0,0,0,0,0,0,0,0,1,0.333333333,0,0,8,2.666666667,0,0,0,0,0,0,17,5.666666667,2,0.666666667,0,0,0,FALSE,NYY,,0,0.535,0.888888889,0.111111111,0.058823529,0.117647059,0.4,0,164,0,0,,2.725609756,FALSE,100,2.810981707,660787
David Bednar,4,1.95,7,1.75,1.275,0,0,,0.311,0.07775,4      ,1      ,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,7,1.75,0,0,0,0,0,0,14,3.5,2,0.5,0,0,0,FALSE,NYY,,0,-0.365,0.777777778,0,0.142857143,0.142857143,0.5,0,164,27,3,,3.634146341,FALSE,100,3.74797561,670280
Brent Headrick,1,0.52,-1,-1,0.95,0,0,,0.076,0.076,1      ,1      ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,FALSE,NYY,,0,6.135,0,0.111111111,0,0.25,1,0,164,0,0,,0.908536585,FALSE,100,0.936993902,687396
Jonathan Loáisiga,7,1.91,14,2,1.542857143,2,0.285714286,,0.363,0.051857143,7      ,1      ,8,1.142857143,1,0.142857143,1,0.142857143,0,0,0,0,0,0,0,0,2,0.285714286,0,0,0,0,0,0,27,3.857142857,8,1.142857143,1,0.142857143,0,TRUE,NYY,,1.285714286,2.563571429,0.222222222,0,0.296296296,0.296296296,1.142857143,1.285714286,164,1,3,,6.359756098,FALSE,100,6.558957317,642528
Ian Hamilton,4,1.13,5,1.25,1.3125,0,0,,0.179,0.04475,5      ,1  1/4 ,4,1,1,0.25,1,0.25,0,0,1,0.25,0,0,0,0,6,1.5,0,0,0,0,0,0,19,4.75,4,1,0,0,0,FALSE,NYY,,1.8,3.335,0.666666667,0,0.210526316,0.210526316,0.8,1.8,164,0,0,,3.634146341,FALSE,100,3.74797561,641656
Tyler Ferguson,12,5.34,21,1.75,2.015833333,7,0.583333333,,0.759,0.06325,11  1/3 , 17/18,5,0.416666667,1,0.083333333,1,0.083333333,0,0,0,0,7,0.583333333,0,0,13,1.083333333,0,0,0,0,0,0,46,3.833333333,12,1,0,0,0,TRUE,ATH,,0.794117647,2.693823529,1.444444444,0.777777778,0.108695652,0.260869565,1.058823529,0.794117647,122,2,3,,14.6557377,TRUE,67,15.11478689,621053
Justin Sterner,16,7.58,41,2.5625,1.361875,7,0.4375,,1.175,0.0734375,17  1/3 ,1  1/12,7,0.4375,2,0.125,2,0.125,0,0,1,0.0625,5,0.3125,0,0,17,1.0625,2,0.125,0,0,0,0,65,4.0625,14,0.875,1,0.0625,0,TRUE,ATH,,1.038461538,3.135,1.888888889,0.555555556,0.107692308,0.215384615,0.692307692,1.038461538,122,0,6,,19.54098361,TRUE,67,20.15304918,686993
Elvis Alvarado,4,2.23,15,3.75,1.1475,0,0,,0.347,0.08675,4  2/3 ,1  1/6 ,3,0.75,0,0,0,0,0,0,0,0,1,0.25,0,0,8,2,0,0,0,0,0,0,18,4.5,4,1,0,0,0,FALSE,ATH,,0,0.349285714,0.888888889,0.111111111,0.166666667,0.222222222,0.857142857,0,122,0,1,,4.885245902,TRUE,67,5.038262295,665660
Brady Basso,2,0.79,4,2,2.1,0,0,,0.152,0.076,1  2/3 ,  5/6 ,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0,1,0.5,0,0,0,0,0,0,8,4,3,1.5,0,0,0,FALSE,ATH,,0,5.535,0.111111111,0.222222222,0.125,0.375,1.8,0,122,0,0,,2.442622951,TRUE,67,2.519131148,669620
Michael Kelly,7,1.66,19,2.714285714,1.162857143,1,0.142857143,,0.177,0.025285714,7      ,1      ,7,1,1,0.142857143,1,0.142857143,0,0,0,0,4,0.571428571,0,0,5,0.714285714,0,0,0,0,0,0,30,4.285714286,11,1.571428571,0,0,0,TRUE,ATH,,1.285714286,3.420714286,0.555555556,0.444444444,0.233333333,0.366666667,1.571428571,1.285714286,122,2,1,,8.549180328,TRUE,67,8.816959016,547184
Sean Newcomb,4,2.98,11,2.75,1.815,1,0.25,,0.601,0.15025,4  2/3 ,1  1/6 ,1,0.25,0,0,0,0,0,0,0,0,1,0.25,0,0,8,2,0,0,0,0,0,0,14,3.5,2,0.5,0,0,0,FALSE,ATH,,0,0.349285714,0.888888889,0.111111111,0.071428571,0.142857143,0.428571429,0,122,2,0,,4.885245902,TRUE,67,5.038262295,656794
Hogan Harris,3,-0.39,4,1.333333333,1.873333333,1,0.333333333,,-0.061,-0.020333333,2      ,  2/3 ,2,0.666666667,1,0.333333333,1,0.333333333,0,0,0,0,2,0.666666667,0,0,1,0.333333333,0,0,0,0,0,0,9,3,4,1.333333333,1,0.333333333,0,FALSE,ATH,,4.5,5.135,0.111111111,0.222222222,0.222222222,0.444444444,2,4.5,122,4,0,,3.663934426,TRUE,67,3.778696721,663687
Jack Perkins,1,1.53,6,6,1.45,0,0,,0.249,0.249,3      ,3      ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,9,9,1,1,0,0,0,FALSE,ATH,,0,2.135,0.333333333,0.111111111,0,0.111111111,0.333333333,0,122,3,0,,1.221311475,TRUE,67,1.259565574,678022
J.T. Ginn,1,0.57,2,2,1.11,0,0,,0.073,0.073,1  2/3 ,1  2/3 ,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0,0,0,FALSE,ATH,,10.8,4.935,0,0.111111111,0.285714286,0.428571429,1.8,10.8,122,0,0,,1.221311475,TRUE,67,1.259565574,669372
Grant Holman,3,1.23,2,0.666666667,1.596666667,0,0,,0.191,0.063666667,2  2/3 ,  8/9 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1.333333333,0,0,0,0,1,0.333333333,11,3.666666667,3,1,0,0,0,FALSE,ATH,,0,0.135,0.444444444,0,0.272727273,0.272727273,1.125,0,122,0,2,,3.663934426,TRUE,67,3.778696721,680880
T.J. McFarland,7,2.72,14,2,1.792857143,8,1.142857143,,0.355,0.050714286,3  1/3 , 10/21,3,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714286,0,0,0,0,1,0.142857143,13,1.857142857,4,0.571428571,0,0,0,TRUE,ATH,,0,1.935,0.222222222,0,0.230769231,0.230769231,0.9,0,122,0,1,,8.549180328,TRUE,67,8.816959016,519008
Mitch Spence,4,2.22,3,0.75,1.5275,1,0.25,,0.392,0.098,5      ,1  1/4 ,4,1,0,0,0,0,0,0,0,0,2,0.5,0,0,3,0.75,0,0,0,0,0,0,21,5.25,6,1.5,0,0,0,FALSE,ATH,,0,3.135,0.333333333,0.222222222,0.19047619,0.285714286,1.2,0,122,1,0,,4.885245902,TRUE,67,5.038262295,687765
Michel Otañez,1,0.13,-3,-3,2.65,0,0,,0.023,0.023,  2/3 ,  2/3 ,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3,2,2,0,0,0,FALSE,ATH,,13.5,12.135,0,0.111111111,0,0.666666667,1.5,13.5,122,0,0,,1.221311475,TRUE,67,1.259565574,671305
José Leclerc,1,-0.28,2,2,2.46,0,0,,-0.055,-0.055,  2/3 ,  2/3 ,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,1,1,5,5,3,3,0,0,0,FALSE,ATH,,0,9.135,0.111111111,0.222222222,0.2,0.6,4.5,0,122,0,2,,1.221311475,TRUE,67,1.259565574,600917
Noah Murdock,1,1.28,2,2,2.07,2,2,,0.228,0.228,1  2/3 ,1  2/3 ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,6,6,1,1,0,0,0,FALSE,ATH,,0,2.535,0.222222222,0.111111111,0,0.166666667,0.6,0,122,0,1,,1.221311475,TRUE,67,1.259565574,668716
Matt Strahm,22,5.51,38,1.727272727,1.738181818,3,0.136363636,,1.645,0.074772727,21      , 21/22,15,0.681818182,4,0.181818182,4,0.181818182,0,0,1,0.045454545,5,0.227272727,0,0,23,1.045454545,1,0.045454545,0,0,0,0,84,3.818181818,21,0.954545455,1,0.045454545,0,TRUE,PHI,,1.714285714,2.420714286,2.555555556,0.555555556,0.178571429,0.25,0.952380952,1.714285714,157,6,4,,20.87898089,FALSE,83,21.53295541,621381
Taijuan Walker,2,1.59,4,2,1.66,0,0,,0.27,0.135,3      ,1  1/2 ,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,0,12,6,3,1.5,0,0,0,FALSE,PHI,,0,2.468333333,0.444444444,0.222222222,0.083333333,0.25,1,0,157,1,2,,1.898089172,FALSE,83,1.957541401,592836
Tanner Banks,10,5.67,29,2.9,1.691,8,0.8,,0.928,0.0928,8      ,  4/5 ,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0,0,0,0,0,0,25,2.5,2,0.2,1,0.1,0,TRUE,PHI,,0,1.885,0.555555556,0,0.08,0.08,0.25,0,157,1,3,,9.49044586,FALSE,83,9.787707006,621383
David Robertson,10,-1.15,21,2.1,1.38,1,0.1,,0.07,0.007,8      ,  4/5 ,11,1.1,6,0.6,5,0.5,1,0.1,3,0.3,2,0.2,0,0,11,1.1,0,0,0,0,0,0,36,3.6,13,1.3,0,0,0,TRUE,PHI,,5.625,6.01,1.222222222,0.222222222,0.305555556,0.361111111,1.625,6.75,157,2,1,,9.49044586,FALSE,83,9.787707006,502085
Daniel Robert,2,-0.13,1,0.5,2.315,0,0,,-0.041,-0.0205,1      ,  1/2 ,1,0.5,1,0.5,0,0,1,0.5,0,0,2,1,0,0,1,0.5,0,0,0,0,0,0,6,3,3,1.5,0,0,0,FALSE,PHI,,0,7.135,0.111111111,0.222222222,0.166666667,0.5,3,9,157,0,0,,1.898089172,FALSE,83,1.957541401,642016
Orion Kerkering,19,9.07,50,2.631578947,2.197368421,12,0.631578947,,1.804,0.094947368,16  1/3 , 49/57,15,0.789473684,1,0.052631579,1,0.052631579,0,0,0,0,3,0.157894737,0,0,23,1.210526316,0,0,0,0,1,0.052631579,66,3.473684211,18,0.947368421,1,0.052631579,0,TRUE,PHI,,0.551020408,0.869693878,2.555555556,0.333333333,0.227272727,0.272727273,1.102040816,0.551020408,157,4,7,,18.03184713,FALSE,83,18.59664331,689147
Joe Ross,1,0.55,2,2,1.13,0,0,,0.071,0.071,1  2/3 ,1  2/3 ,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,2,2,0,0,0,FALSE,PHI,,0,4.935,0,0.111111111,0.142857143,0.285714286,1.2,0,157,0,2,,0.949044586,FALSE,83,0.978770701,605452
Max Lazar,1,0.43,5,5,1.27,2,2,,0.033,0.033,  1/3 ,  1/3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE,PHI,,0,3.135,0,0,0,0,0,0,157,1,0,,0.949044586,FALSE,83,0.978770701,676661
